2024-10-07 17:10:06,094 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.1,0.1,0.1,2021
2024-10-07 17:10:06,095 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 17:10:06,096 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:10:06,187 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 17:10:06,188 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:10:06,189 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 17:10:06,400 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 17:10:06,629 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:10:07,838 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4222, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6575, 0.3055, 0.6508, param: [5.44160773 8.30422321 5.14586335 8.58351783], weights: [0.33110125 0.33071804 0.33818071], train_wt_loss:  36.4675, val_wt_loss: 37.2666, train_grp_loss: [11.8000696  13.08156758 10.73086642], val_grp_loss: [12.66253707 12.45937553 12.14399798], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6575, max_kl_dist_index: 0, max_train_grp_loss:  13.0816, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6625, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:19,459 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.1560, val_loss:  12.4256, grad_norm: 0.0024, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6606, 0.3072, 0.6536, param: [5.44774809 8.28598491 5.17516038 8.62826402], weights: [0.31488502 0.31807442 0.36704056], train_wt_loss:  36.4680, val_wt_loss: 37.2768, train_grp_loss: [11.80692563 13.0792252  10.72056334], val_grp_loss: [12.67443713 12.45700824 12.14459888], train_hist_grp_loss: [1.18970025 1.29047837 2.72234831], cur_train_grp_loss: [0.09445125 0.10463427 0.21443112], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6606, max_kl_dist_index: 0, max_train_grp_loss:  13.0792, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6744, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:20,447 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.1560, val_loss:  12.4259, grad_norm: 0.0026, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6609, 0.3074, 0.6539, param: [5.44826492 8.28440647 5.17789516 8.63267606], weights: [0.31339536 0.31689205 0.36971259], train_wt_loss:  36.4681, val_wt_loss: 37.2778, train_grp_loss: [11.80742447 13.07919742 10.71955969], val_grp_loss: [12.67541659 12.45700369 12.1446066 ], train_hist_grp_loss: [1.28415565 1.39511218 2.93675958], cur_train_grp_loss: [0.09445541 0.1046338  0.21441127], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6609, max_kl_dist_index: 0, max_train_grp_loss:  13.0792, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6754, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:21,458 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.1561, val_loss:  12.4263, grad_norm: 0.0029, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6613, 0.3076, 0.6542, param: [5.44877465 8.28284089 5.18064224 8.63714648], weights: [0.31190343 0.31570452 0.37239205], train_wt_loss:  36.4682, val_wt_loss: 37.2788, train_grp_loss: [11.80790272 13.07920091 10.71854486], val_grp_loss: [12.67637912 12.45703469 12.14460666], train_hist_grp_loss: [1.37861505 1.49974575 3.15115077], cur_train_grp_loss: [0.0944594  0.10463358 0.21439119], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6613, max_kl_dist_index: 0, max_train_grp_loss:  13.0792, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6764, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:22,466 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.1561, val_loss:  12.4266, grad_norm: 0.0031, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6616, 0.3078, 0.6545, param: [5.44927723 8.28128806 5.18340172 8.6416755 ], weights: [0.31040931 0.31451189 0.3750788 ], train_wt_loss:  36.4683, val_wt_loss: 37.2798, train_grp_loss: [11.80836041 13.07923573 10.71751882], val_grp_loss: [12.67732476 12.45710135 12.1445991 ], train_hist_grp_loss: [1.47307827 1.60437936 3.36552167], cur_train_grp_loss: [0.09446322 0.10463361 0.2143709 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6616, max_kl_dist_index: 0, max_train_grp_loss:  13.0792, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6773, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:23,458 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.1561, val_loss:  12.4269, grad_norm: 0.0034, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6619, 0.3079, 0.6548, param: [5.44977262 8.27974789 5.18617367 8.64626334], weights: [0.30891307 0.31331426 0.37777267], train_wt_loss:  36.4684, val_wt_loss: 37.2808, train_grp_loss: [11.80879759 13.07930198 10.7164816 ], val_grp_loss: [12.67825355 12.45720378 12.14458396], train_hist_grp_loss: [1.56754515 1.70901325 3.57987205], cur_train_grp_loss: [0.09446688 0.10463389 0.21435038], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6619, max_kl_dist_index: 0, max_train_grp_loss:  13.0793, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6783, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2144, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:24,459 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.1562, val_loss:  12.4273, grad_norm: 0.0036, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6622, 0.3081, 0.6551, param: [5.45026077 8.27822027 5.18895818 8.65091023], weights: [0.30741479 0.3121117  0.38047351], train_wt_loss:  36.4685, val_wt_loss: 37.2818, train_grp_loss: [11.80921431 13.07939976 10.71543318], val_grp_loss: [12.67916552 12.45734208 12.14456128], train_hist_grp_loss: [1.66201554 1.81364766 3.79420168], cur_train_grp_loss: [0.09447038 0.10463442 0.21432963], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6622, max_kl_dist_index: 0, max_train_grp_loss:  13.0794, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6792, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:25,453 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.1562, val_loss:  12.4276, grad_norm: 0.0039, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6625, 0.3083, 0.6554, param: [5.45074163 8.2767051  5.19175535 8.65561638], weights: [0.30591454 0.3109043  0.38318116], train_wt_loss:  36.4686, val_wt_loss: 37.2829, train_grp_loss: [11.80961061 13.07952914 10.71437357], val_grp_loss: [12.68006073 12.45751635 12.14453112], train_hist_grp_loss: [1.75648925 1.91828286 4.00851034], cur_train_grp_loss: [0.09447371 0.1046352  0.21430866], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6625, max_kl_dist_index: 0, max_train_grp_loss:  13.0795, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6801, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:26,464 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.1562, val_loss:  12.4280, grad_norm: 0.0042, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6629, 0.3085, 0.6557, param: [5.45121515 8.27520226 5.19456526 8.66038201], weights: [0.3044124  0.30969213 0.38589547], train_wt_loss:  36.4687, val_wt_loss: 37.2839, train_grp_loss: [11.80998654 13.07969022 10.71330279], val_grp_loss: [12.6809392  12.45772669 12.14449352], train_hist_grp_loss: [1.85096613 2.0229191  4.22279782], cur_train_grp_loss: [0.09447688 0.10463623 0.21428747], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6629, max_kl_dist_index: 0, max_train_grp_loss:  13.0797, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6809, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:27,479 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.1563, val_loss:  12.4283, grad_norm: 0.0044, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6632, 0.3086, 0.6560, param: [5.45168127 8.27371164 5.19738798 8.66520733], weights: [0.30290845 0.30847527 0.38861627], train_wt_loss:  36.4689, val_wt_loss: 37.2850, train_grp_loss: [11.81034217 13.07988309 10.71222083], val_grp_loss: [12.68180098 12.4579732  12.14444853], train_hist_grp_loss: [1.94544603 2.12755662 4.43706387], cur_train_grp_loss: [0.09447989 0.10463752 0.21426606], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6632, max_kl_dist_index: 0, max_train_grp_loss:  13.0799, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6818, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2143, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:28,457 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.1563, val_loss:  12.4287, grad_norm: 0.0047, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6635, 0.3088, 0.6563, param: [5.45213994 8.27223314 5.20022361 8.67009254], weights: [0.30140277 0.30725382 0.3913434 ], train_wt_loss:  36.4690, val_wt_loss: 37.2861, train_grp_loss: [11.81067753 13.08010782 10.71112771], val_grp_loss: [12.68264613 12.45825598 12.1443962 ], train_hist_grp_loss: [2.03992876 2.23219568 4.65130829], cur_train_grp_loss: [0.09448274 0.10463906 0.21424442], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6635, max_kl_dist_index: 0, max_train_grp_loss:  13.0801, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6826, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:10:29,461 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.1564, val_loss:  12.4291, grad_norm: 0.0050, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6639, 0.3090, 0.6567, param: [5.45259112 8.27076665 5.20307222 8.67503786], weights: [0.29989544 0.30602786 0.3940767 ], train_wt_loss:  36.4692, val_wt_loss: 37.2872, train_grp_loss: [11.8109927  13.08036451 10.71002344], val_grp_loss: [12.68347468 12.45857514 12.14433659], train_hist_grp_loss: [2.13441418 2.33683654 4.86553084], cur_train_grp_loss: [0.09448542 0.10464086 0.21422255], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6639, max_kl_dist_index: 0, max_train_grp_loss:  13.0804, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6835, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2142, max_cur_train_grp_loss_index: 2, 
