2024-10-07 01:39:12,886 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.2,0.1,0.03,2023
2024-10-07 01:39:12,888 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 01:39:12,888 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:39:12,979 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 01:39:12,980 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:39:12,981 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 01:39:13,196 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 01:39:13,426 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:39:14,692 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2165, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6776, param: [ 4.89977817  6.97905177  5.6749584  10.23406352], weights: [0.33255593 0.33266631 0.33477776], train_wt_loss:  37.8784, val_wt_loss: 36.6496, train_grp_loss: [11.4469374  13.75171834 13.00553536], val_grp_loss: [12.59509381 12.82781215 11.22483468], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6776, max_kl_dist_index: 2, max_train_grp_loss:  13.7517, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8278, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:26,353 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.6261, val_loss:  12.2177, grad_norm: 0.0006, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6765, 0.3237, 0.6770, param: [ 4.89792328  6.96469521  5.68460277 10.23178787], weights: [0.32540184 0.32847035 0.34612781], train_wt_loss:  37.8784, val_wt_loss: 36.6532, train_grp_loss: [11.45591447 13.74152277 13.00652315], val_grp_loss: [12.604108   12.81797926 11.22927492], train_hist_grp_loss: [1.1031893  1.41604607 3.16143031], cur_train_grp_loss: [0.08811637 0.11548244 0.25502828], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6770, max_kl_dist_index: 2, max_train_grp_loss:  13.7415, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8180, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:27,386 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.6261, val_loss:  12.2178, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6765, 0.3236, 0.6770, param: [ 4.89773449  6.96340724  5.68547253 10.23164249], weights: [0.32475003 0.32808149 0.34716848], train_wt_loss:  37.8784, val_wt_loss: 36.6535, train_grp_loss: [11.45669412 13.74064353 13.0066023 ], val_grp_loss: [12.60489425 12.81714257 11.22966293], train_hist_grp_loss: [1.19131172 1.53152105 3.41646018], cur_train_grp_loss: [0.08812242 0.11547498 0.25502987], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6770, max_kl_dist_index: 2, max_train_grp_loss:  13.7406, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8171, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:28,431 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.6261, val_loss:  12.2179, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6765, 0.3236, 0.6769, param: [ 4.89754232  6.96212213  5.68634112 10.23150747], weights: [0.32409799 0.32769142 0.34821059], train_wt_loss:  37.8784, val_wt_loss: 36.6538, train_grp_loss: [11.45746764 13.73977229 13.00667965], val_grp_loss: [12.60567491 12.81631549 11.2300483 ], train_hist_grp_loss: [1.27944013 1.64698865 3.67149159], cur_train_grp_loss: [0.08812842 0.11546759 0.25503142], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6769, max_kl_dist_index: 2, max_train_grp_loss:  13.7398, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8163, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:29,460 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.6262, val_loss:  12.2181, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6769, param: [ 4.89734675  6.96083987  5.68720853 10.23138285], weights: [0.32344573 0.32730013 0.34925414], train_wt_loss:  37.8785, val_wt_loss: 36.6542, train_grp_loss: [11.458235   13.73890905 13.0067552 ], val_grp_loss: [12.60644996 12.81549803 11.23043102], train_hist_grp_loss: [1.3675745  1.76244892 3.92652453], cur_train_grp_loss: [0.08813437 0.11546027 0.25503293], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6769, max_kl_dist_index: 2, max_train_grp_loss:  13.7389, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8155, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:30,504 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.6262, val_loss:  12.2182, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6768, param: [ 4.89714779  6.95956047  5.68807475 10.23126863], weights: [0.32279326 0.32690763 0.35029911], train_wt_loss:  37.8785, val_wt_loss: 36.6545, train_grp_loss: [11.4589962  13.73805382 13.00682894], val_grp_loss: [12.60721938 12.81469021 11.23081107], train_hist_grp_loss: [1.45571477 1.87790193 4.18155894], cur_train_grp_loss: [0.08814027 0.11545302 0.25503442], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6768, max_kl_dist_index: 2, max_train_grp_loss:  13.7381, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8147, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:31,529 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.6262, val_loss:  12.2183, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6768, param: [ 4.89694543  6.95828393  5.68893979 10.23116484], weights: [0.32214058 0.32651393 0.35134549], train_wt_loss:  37.8785, val_wt_loss: 36.6549, train_grp_loss: [11.45975122 13.73720662 13.00690086], val_grp_loss: [12.60798317 12.81389204 11.23118846], train_hist_grp_loss: [1.54386089 1.99334776 4.4365948 ], cur_train_grp_loss: [0.08814612 0.11544583 0.25503586], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6768, max_kl_dist_index: 2, max_train_grp_loss:  13.7372, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8139, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:32,550 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.6262, val_loss:  12.2184, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6767, param: [ 4.89673965  6.95701023  5.68980365 10.23107152], weights: [0.32148769 0.32611903 0.35239328], train_wt_loss:  37.8785, val_wt_loss: 36.6552, train_grp_loss: [11.46050005 13.73636746 13.00697096], val_grp_loss: [12.60874131 12.81310355 11.23156318], train_hist_grp_loss: [1.63201283 2.10878648 4.69163208], cur_train_grp_loss: [0.08815193 0.11543871 0.25503727], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6767, max_kl_dist_index: 2, max_train_grp_loss:  13.7364, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8131, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:33,571 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.6262, val_loss:  12.2185, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6767, param: [ 4.89653046  6.95573939  5.69066632 10.23098869], weights: [0.3208346  0.32572294 0.35344247], train_wt_loss:  37.8785, val_wt_loss: 36.6555, train_grp_loss: [11.46124268 13.73553635 13.00703924], val_grp_loss: [12.60949379 12.81232475 11.23193521], train_hist_grp_loss: [1.72017052 2.22421814 4.94667072], cur_train_grp_loss: [0.08815769 0.11543166 0.25503865], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6767, max_kl_dist_index: 2, max_train_grp_loss:  13.7355, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8123, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:34,636 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.6262, val_loss:  12.2186, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3236, 0.6766, param: [ 4.89631785  6.95447139  5.69152779 10.23091637], weights: [0.32018131 0.32532565 0.35449304], train_wt_loss:  37.8785, val_wt_loss: 36.6559, train_grp_loss: [11.46197908 13.73471331 13.00710569], val_grp_loss: [12.6102406  12.81155566 11.23230456], train_hist_grp_loss: [1.80833392 2.33964281 5.20171071], cur_train_grp_loss: [0.08816341 0.11542468 0.25503999], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6766, max_kl_dist_index: 2, max_train_grp_loss:  13.7347, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8116, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:35,681 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.6262, val_loss:  12.2187, grad_norm: 0.0012, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3235, 0.6766, param: [ 4.89610181  6.95320624  5.69238808 10.23085459], weights: [0.31952782 0.32492718 0.355545  ], train_wt_loss:  37.8785, val_wt_loss: 36.6562, train_grp_loss: [11.46270925 13.73389834 13.0071703 ], val_grp_loss: [12.61098171 12.8107963  11.2326712 ], train_hist_grp_loss: [1.89650299 2.45506057 5.456752  ], cur_train_grp_loss: [0.08816907 0.11541776 0.25504129], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6766, max_kl_dist_index: 2, max_train_grp_loss:  13.7339, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8108, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:39:36,683 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.6262, val_loss:  12.2189, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3235, 0.6765, param: [ 4.89588234  6.95194394  5.69324717 10.23080337], weights: [0.31887415 0.32452752 0.35659833], train_wt_loss:  37.8785, val_wt_loss: 36.6566, train_grp_loss: [11.46343317 13.73309146 13.00723307], val_grp_loss: [12.61171713 12.81004667 11.23303514], train_hist_grp_loss: [1.98467768 2.57047148 5.71179455], cur_train_grp_loss: [0.08817469 0.11541091 0.25504255], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6765, max_kl_dist_index: 2, max_train_grp_loss:  13.7331, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8100, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
