2024-10-23 00:46:55,117 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:215] - INFO: Logging to log_cgd/2024_10_23_00_46_52/same_noise1.0_[1,1.0,1]_2021_0.0
2024-10-23 00:46:55,119 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:216] - INFO: (IB) Seed: 2021
2024-10-23 00:46:55,120 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:217] - INFO: (IB) Data: 300
2024-10-23 00:46:55,251 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:316] - INFO: MLE reward loss: 0.0002, l2 distance: 2194.4385, acc: 1.00.
2024-10-23 00:46:55,252 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:317] - INFO: True reward parameter: [[2. 2. 2. 2.]
 [2. 2. 2. 2.]
 [2. 2. 2. 2.]]
2024-10-23 00:46:55,253 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:318] - INFO: MLE reward parameter: [620.22118185 720.0685001  648.99839531 539.36401535]
2024-10-23 00:46:55,457 - /Users/noesis/Code/group-robust-preference-optimization/experiments/run_glb_noisy.py[line:334] - INFO: Learned oracle reward: 2.7737, 2.7737, 2.7737
2024-10-23 00:46:56,944 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 0, train_loss: 0.6462, val_loss: 0.6504, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0293, 0.0293, 0.0293, KL_dist: 0.1085, 0.1085, 0.1085, param: [0.6527600288391113, 2.5672714710235596, 3.7133431434631348, 3.5798168182373047], weights: [0.3335435092449188, 0.33309298753738403, 0.33336350321769714], train_wt_loss:  0.6462, val_wt_loss: 0.6504, train_grp_loss: [0.6438608169555664, 0.6534236073493958, 0.6339980959892273], val_grp_loss: [0.6546475291252136, 0.6492623686790466, 0.6470220685005188], max_reward_err: 0.0293, max_reward_err_index: 0, max_kl_dist: 0.1085, max_kl_dist_index: 0, max_train_grp_loss: 0.6534, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6546, max_val_grp_loss_index: 0
2024-10-23 00:47:06,188 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 11, train_loss: 0.6461, val_loss: 0.6503, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1087, 0.1087, 0.1087, param: [0.6589745283126831, 2.570971965789795, 3.7194793224334717, 3.583909273147583], weights: [0.33585646748542786, 0.3304554522037506, 0.33368808031082153], train_wt_loss:  0.6459, val_wt_loss: 0.6502, train_grp_loss: [0.6437532305717468, 0.6533396244049072, 0.633898913860321], val_grp_loss: [0.6545634865760803, 0.649172842502594, 0.6469241976737976], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1087, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6546, max_val_grp_loss_index: 0
2024-10-23 00:47:07,015 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 12, train_loss: 0.6461, val_loss: 0.6503, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1087, 0.1087, 0.1087, param: [0.6595396399497986, 2.5713083744049072, 3.7200372219085693, 3.5842814445495605], weights: [0.3360668122768402, 0.3302162289619446, 0.3337169587612152], train_wt_loss:  0.6459, val_wt_loss: 0.6502, train_grp_loss: [0.6437433362007141, 0.653331995010376, 0.6338898539543152], val_grp_loss: [0.6545558571815491, 0.6491647362709045, 0.6469153761863708], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1087, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6546, max_val_grp_loss_index: 0
2024-10-23 00:47:07,848 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 13, train_loss: 0.6461, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1087, 0.1087, 0.1087, param: [0.6601047515869141, 2.5716447830200195, 3.720595121383667, 3.584653615951538], weights: [0.33627715706825256, 0.3299770951271057, 0.33374571800231934], train_wt_loss:  0.6458, val_wt_loss: 0.6502, train_grp_loss: [0.6437336206436157, 0.6533243656158447, 0.6338807940483093], val_grp_loss: [0.6545481085777283, 0.6491565704345703, 0.6469064950942993], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1087, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:08,701 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 14, train_loss: 0.6461, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1087, 0.1087, 0.1087, param: [0.6606698632240295, 2.571981191635132, 3.7211530208587646, 3.5850257873535156], weights: [0.3364875614643097, 0.3297381103038788, 0.3337743878364563], train_wt_loss:  0.6458, val_wt_loss: 0.6502, train_grp_loss: [0.6437239050865173, 0.6533167958259583, 0.6338717937469482], val_grp_loss: [0.6545405387878418, 0.6491484642028809, 0.6468976140022278], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1087, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:09,528 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 15, train_loss: 0.6461, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1087, 0.1087, 0.1087, param: [0.6612350344657898, 2.572317600250244, 3.7217111587524414, 3.585397958755493], weights: [0.33669793605804443, 0.32949918508529663, 0.3338029086589813], train_wt_loss:  0.6458, val_wt_loss: 0.6501, train_grp_loss: [0.6437140107154846, 0.6533091068267822, 0.6338627338409424], val_grp_loss: [0.6545329093933105, 0.6491402983665466, 0.6468886733055115], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1087, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:10,378 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 16, train_loss: 0.6461, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.66180020570755, 2.5726540088653564, 3.722269296646118, 3.5857701301574707], weights: [0.33690834045410156, 0.32926034927368164, 0.3338313400745392], train_wt_loss:  0.6458, val_wt_loss: 0.6501, train_grp_loss: [0.6437042355537415, 0.6533014178276062, 0.6338537335395813], val_grp_loss: [0.6545252799987793, 0.6491321921348572, 0.6468797922134399], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:11,226 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 17, train_loss: 0.6461, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.6623653769493103, 2.5729904174804688, 3.722827434539795, 3.5861423015594482], weights: [0.3371187150478363, 0.3290216028690338, 0.3338596224784851], train_wt_loss:  0.6457, val_wt_loss: 0.6501, train_grp_loss: [0.6436945199966431, 0.6532938480377197, 0.6338446736335754], val_grp_loss: [0.6545175909996033, 0.649124026298523, 0.6468709111213684], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:12,054 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 18, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.6629306077957153, 2.573326826095581, 3.7233855724334717, 3.586514472961426], weights: [0.3373291790485382, 0.32878297567367554, 0.33388787508010864], train_wt_loss:  0.6457, val_wt_loss: 0.6501, train_grp_loss: [0.6436846256256104, 0.6532861590385437, 0.6338356733322144], val_grp_loss: [0.6545100212097168, 0.6491159200668335, 0.6468619704246521], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:12,881 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 19, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.6634958386421204, 2.5736632347106934, 3.7239437103271484, 3.5868866443634033], weights: [0.3375396132469177, 0.32854440808296204, 0.33391597867012024], train_wt_loss:  0.6457, val_wt_loss: 0.6501, train_grp_loss: [0.6436747908592224, 0.6532785892486572, 0.6338266730308533], val_grp_loss: [0.6545023322105408, 0.6491077542304993, 0.6468531489372253], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:13,706 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 20, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.6640610694885254, 2.5739998817443848, 3.724501848220825, 3.587258815765381], weights: [0.33775007724761963, 0.3283059597015381, 0.3339439630508423], train_wt_loss:  0.6457, val_wt_loss: 0.6501, train_grp_loss: [0.643665075302124, 0.653270959854126, 0.6338176727294922], val_grp_loss: [0.6544947624206543, 0.6490997076034546, 0.646844208240509], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:14,536 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 21, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.6646263599395752, 2.574336528778076, 3.725059986114502, 3.5876309871673584], weights: [0.33796051144599915, 0.3280676007270813, 0.33397185802459717], train_wt_loss:  0.6456, val_wt_loss: 0.6501, train_grp_loss: [0.6436553001403809, 0.6532633304595947, 0.6338086128234863], val_grp_loss: [0.654487133026123, 0.6490915417671204, 0.6468352675437927], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:15,384 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 22, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1088, 0.1088, 0.1088, param: [0.665191650390625, 2.5746731758117676, 3.7256181240081787, 3.588003158569336], weights: [0.33817097544670105, 0.3278293311595917, 0.3339996337890625], train_wt_loss:  0.6456, val_wt_loss: 0.6500, train_grp_loss: [0.6436455249786377, 0.6532557010650635, 0.6337996125221252], val_grp_loss: [0.654479444026947, 0.6490833163261414, 0.646826446056366], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1088, max_kl_dist_index: 0, max_train_grp_loss: 0.6533, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:16,219 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 23, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1089, 0.1089, 0.1089, param: [0.6657570004463196, 2.575009822845459, 3.7261762619018555, 3.5883753299713135], weights: [0.33838149905204773, 0.327591210603714, 0.33402734994888306], train_wt_loss:  0.6456, val_wt_loss: 0.6500, train_grp_loss: [0.6436357498168945, 0.6532480120658875, 0.6337904930114746], val_grp_loss: [0.6544718742370605, 0.6490752100944519, 0.6468175053596497], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1089, max_kl_dist_index: 0, max_train_grp_loss: 0.6532, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:17,044 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 24, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1089, 0.1089, 0.1089, param: [0.6663223505020142, 2.5753464698791504, 3.7267343997955322, 3.588747501373291], weights: [0.33859196305274963, 0.3273530900478363, 0.3340548872947693], train_wt_loss:  0.6456, val_wt_loss: 0.6500, train_grp_loss: [0.6436259746551514, 0.6532403826713562, 0.6337814927101135], val_grp_loss: [0.6544641852378845, 0.6490671038627625, 0.6468086838722229], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1089, max_kl_dist_index: 0, max_train_grp_loss: 0.6532, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
2024-10-23 00:47:17,881 - /Users/noesis/Code/group-robust-preference-optimization/algos/linear_bandit/common_gradient_descent.py[line:384] - INFO: Iteration: 25, train_loss: 0.6460, val_loss: 0.6502, grad_norm:  0.0094, live_grad: 0.0000, reward_err: 0.0288, 0.0288, 0.0288, KL_dist: 0.1089, 0.1089, 0.1089, param: [0.6668877005577087, 2.575683116912842, 3.727292537689209, 3.5891199111938477], weights: [0.3388024866580963, 0.32711511850357056, 0.33408236503601074], train_wt_loss:  0.6455, val_wt_loss: 0.6500, train_grp_loss: [0.6436160802841187, 0.653232753276825, 0.6337724924087524], val_grp_loss: [0.6544564962387085, 0.649058997631073, 0.6467997431755066], max_reward_err: 0.0288, max_reward_err_index: 0, max_kl_dist: 0.1089, max_kl_dist_index: 0, max_train_grp_loss: 0.6532, max_train_grp_loss_index: 1, max_val_grp_loss: 0.6545, max_val_grp_loss_index: 0
