2024-10-07 00:48:43,631 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.03,2021
2024-10-07 00:48:43,633 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 00:48:43,633 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:48:43,725 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 00:48:43,726 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:48:43,728 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 00:48:43,950 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 00:48:44,183 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:48:45,442 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6569, 0.3052, 0.6501, param: [5.44237945 8.3010521  5.14444083 8.57486251], weights: [0.33266582 0.33255027 0.33478392], train_wt_loss:  36.4675, val_wt_loss: 37.2663, train_grp_loss: [11.80405126 13.07676556 10.73288033], val_grp_loss: [12.66582996 12.45403453 12.14569395], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6569, max_kl_dist_index: 0, max_train_grp_loss:  13.0768, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6658, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:48:57,116 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.1558, val_loss:  12.4231, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6578, 0.3057, 0.6509, param: [5.44430407 8.2954474  5.15299664 8.58739288], weights: [0.32785839 0.32884617 0.34329544], train_wt_loss:  36.4675, val_wt_loss: 37.2692, train_grp_loss: [11.80637191 13.07564384 10.72996449], val_grp_loss: [12.66960247 12.45284806 12.14597665], train_hist_grp_loss: [1.18985256 1.29012923 2.72350777], cur_train_grp_loss: [0.09444936 0.10460586 0.21460469], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6578, max_kl_dist_index: 0, max_train_grp_loss:  13.0756, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6696, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:48:58,139 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.1558, val_loss:  12.4231, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6579, 0.3057, 0.6509, param: [5.4444755  8.29494528 5.15378056 8.58856206], weights: [0.32741971 0.32850622 0.34407407], train_wt_loss:  36.4675, val_wt_loss: 37.2694, train_grp_loss: [11.80657164 13.07555811 10.72969342], val_grp_loss: [12.66993617 12.45275868 12.14599804], train_hist_grp_loss: [1.28430354 1.39473438 2.93810706], cur_train_grp_loss: [0.09445098 0.10460515 0.21459929], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6579, max_kl_dist_index: 0, max_train_grp_loss:  13.0756, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6699, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:48:59,178 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.1558, val_loss:  12.4232, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6579, 0.3058, 0.6510, param: [5.44464633 8.2944444  5.1545655  8.58973628], weights: [0.32698076 0.32816575 0.34485349], train_wt_loss:  36.4675, val_wt_loss: 37.2697, train_grp_loss: [11.8067695  13.07547511 10.72942136], val_grp_loss: [12.67026833 12.4526724  12.1460187 ], train_hist_grp_loss: [1.37875611 1.49933885 3.15270093], cur_train_grp_loss: [0.09445257 0.10460446 0.21459387], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6579, max_kl_dist_index: 0, max_train_grp_loss:  13.0755, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6703, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:00,183 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.1558, val_loss:  12.4233, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6580, 0.3058, 0.6511, param: [5.44481656 8.29394473 5.15535148 8.59091555], weights: [0.32654155 0.32782475 0.34563371], train_wt_loss:  36.4675, val_wt_loss: 37.2700, train_grp_loss: [11.80696549 13.07539483 10.72914829], val_grp_loss: [12.67059896 12.45258921 12.14603865], train_hist_grp_loss: [1.47321027 1.60394265 3.36728935], cur_train_grp_loss: [0.09445416 0.1046038  0.21458843], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6580, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6706, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:01,204 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.1558, val_loss:  12.4234, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6581, 0.3059, 0.6512, param: [5.44498619 8.29344629 5.15613849 8.59209987], weights: [0.32610207 0.32748322 0.3464147 ], train_wt_loss:  36.4675, val_wt_loss: 37.2702, train_grp_loss: [11.80715961 13.07531727 10.72887422], val_grp_loss: [12.67092805 12.45250912 12.14605788], train_hist_grp_loss: [1.56766599 1.7085458  3.58187232], cur_train_grp_loss: [0.09445572 0.10460316 0.21458297], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6581, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6709, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:02,210 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.1558, val_loss:  12.4235, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6582, 0.3059, 0.6512, param: [5.44515523 8.29294906 5.15692654 8.59328925], weights: [0.32566234 0.32714118 0.34719649], train_wt_loss:  36.4675, val_wt_loss: 37.2705, train_grp_loss: [11.80735186 13.07524244 10.72859915], val_grp_loss: [12.6712556  12.45243213 12.1460764 ], train_hist_grp_loss: [1.66212327 1.81314834 3.7964498 ], cur_train_grp_loss: [0.09445728 0.10460254 0.21457748], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6582, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6713, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:03,216 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.1559, val_loss:  12.4236, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6583, 0.3060, 0.6513, param: [5.44532366 8.29245305 5.15771563 8.5944837 ], weights: [0.32522234 0.32679861 0.34797905], train_wt_loss:  36.4676, val_wt_loss: 37.2708, train_grp_loss: [11.80754224 13.07517034 10.72832309], val_grp_loss: [12.67158161 12.45235825 12.14609421], train_hist_grp_loss: [1.75658208 1.91775028 4.01102179], cur_train_grp_loss: [0.09445881 0.10460194 0.21457198], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6583, max_kl_dist_index: 0, max_train_grp_loss:  13.0752, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6716, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:04,243 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.1559, val_loss:  12.4237, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6584, 0.3060, 0.6514, param: [5.4454915  8.29195825 5.15850576 8.59568322], weights: [0.32478209 0.32645553 0.34876238], train_wt_loss:  36.4676, val_wt_loss: 37.2711, train_grp_loss: [11.80773075 13.07510097 10.72804601], val_grp_loss: [12.67190609 12.45228747 12.1461113 ], train_hist_grp_loss: [1.85104242 2.02235164 4.22558825], cur_train_grp_loss: [0.09446034 0.10460136 0.21456646], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6584, max_kl_dist_index: 0, max_train_grp_loss:  13.0751, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6719, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:05,286 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.1559, val_loss:  12.4238, grad_norm: 0.0012, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6584, 0.3061, 0.6515, param: [5.44565873 8.29146466 5.15929694 8.59688781], weights: [0.32434158 0.32611193 0.34954649], train_wt_loss:  36.4676, val_wt_loss: 37.2713, train_grp_loss: [11.8079174  13.07503434 10.72776794], val_grp_loss: [12.67222903 12.4522198  12.14612768], train_hist_grp_loss: [1.94550427 2.12695245 4.44014917], cur_train_grp_loss: [0.09446185 0.10460081 0.21456092], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6584, max_kl_dist_index: 0, max_train_grp_loss:  13.0750, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6722, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:06,366 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.1559, val_loss:  12.4239, grad_norm: 0.0012, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6585, 0.3061, 0.6515, param: [5.44582536 8.29097229 5.16008916 8.59809749], weights: [0.32390082 0.32576782 0.35033136], train_wt_loss:  36.4676, val_wt_loss: 37.2716, train_grp_loss: [11.80810217 13.07497044 10.72748886], val_grp_loss: [12.67255043 12.45215525 12.14614334], train_hist_grp_loss: [2.03996761 2.23155273 4.65470453], cur_train_grp_loss: [0.09446334 0.10460027 0.21455536], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6585, max_kl_dist_index: 0, max_train_grp_loss:  13.0750, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6726, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:49:07,392 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.1559, val_loss:  12.4240, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6586, 0.3062, 0.6516, param: [5.44599139 8.29048111 5.16088244 8.59931227], weights: [0.32345981 0.32542319 0.351117  ], train_wt_loss:  36.4676, val_wt_loss: 37.2719, train_grp_loss: [11.80828509 13.07490928 10.72720878], val_grp_loss: [12.6728703  12.45209381 12.1461583 ], train_hist_grp_loss: [2.13443242 2.33615249 4.86925431], cur_train_grp_loss: [0.09446482 0.10459976 0.21454978], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6586, max_kl_dist_index: 0, max_train_grp_loss:  13.0749, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6729, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
