2024-10-07 00:30:43,215 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.01,2022
2024-10-07 00:30:43,217 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 00:30:43,218 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:30:43,308 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 00:30:43,309 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:30:43,310 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 00:30:43,525 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 00:30:43,757 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:30:45,027 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2618, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3478, 0.6807, param: [4.15112139 9.52389454 4.95553387 8.8558309 ], weights: [0.33300418 0.3330439  0.33395192], train_wt_loss:  40.3003, val_wt_loss: 36.7855, train_grp_loss: [11.73586405 15.89578613 11.15365364], val_grp_loss: [10.62097178 14.91008014 11.27026442], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8958, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9101, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:56,703 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6806, param: [4.15135343 9.52070188 4.95727019 8.85678522], weights: [0.33090944 0.33199042 0.33710014], train_wt_loss:  40.3003, val_wt_loss: 36.7849, train_grp_loss: [11.73779149 15.8937084  11.15427414], val_grp_loss: [10.62243515 14.90729544 11.27103031], train_hist_grp_loss: [1.21359754 1.53973606 3.06712811], cur_train_grp_loss: [0.09465822 0.12320848 0.2373238 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6806, max_kl_dist_index: 2, max_train_grp_loss:  15.8937, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9073, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:57,701 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0001, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15137314 9.52041463 4.95742703 8.85687514], weights: [0.33071892 0.33189402 0.33738706], train_wt_loss:  40.3003, val_wt_loss: 36.7849, train_grp_loss: [11.73796368 15.89352305 11.15432926], val_grp_loss: [10.6225655  14.90704755 11.27109895], train_hist_grp_loss: [1.30825715 1.6629431  3.3044531 ], cur_train_grp_loss: [0.09465961 0.12320704 0.23732498], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8935, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9070, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:58,723 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15139261 9.52012788 4.9575837  8.85696559], weights: [0.3305284  0.33179751 0.33767409], train_wt_loss:  40.3003, val_wt_loss: 36.7848, train_grp_loss: [11.73813537 15.89333828 11.15438416], val_grp_loss: [10.62269541 14.90680053 11.27116742], train_hist_grp_loss: [1.40291815 1.78614871 3.54177925], cur_train_grp_loss: [0.094661   0.12320561 0.23732615], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8933, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9068, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:30:59,771 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15141185 9.51984162 4.9577402  8.85705657], weights: [0.33033786 0.3317009  0.33796124], train_wt_loss:  40.3003, val_wt_loss: 36.7848, train_grp_loss: [11.73830655 15.8931541  11.15443884], val_grp_loss: [10.62282486 14.9065544  11.27123573], train_hist_grp_loss: [1.49758053 1.90935288 3.77910657], cur_train_grp_loss: [0.09466238 0.12320417 0.23732732], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8932, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9066, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:00,789 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15143086 9.51955587 4.95789654 8.85714808], weights: [0.33014731 0.33160419 0.33824851], train_wt_loss:  40.3003, val_wt_loss: 36.7847, train_grp_loss: [11.73847722 15.89297051 11.15449331], val_grp_loss: [10.62295387 14.90630915 11.27130387], train_hist_grp_loss: [1.59224429 2.03255562 4.01643506], cur_train_grp_loss: [0.09466376 0.12320274 0.23732849], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8930, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9063, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:01,817 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15144964 9.51927062 4.9580527  8.85724011], weights: [0.32995674 0.33150737 0.33853589], train_wt_loss:  40.3003, val_wt_loss: 36.7847, train_grp_loss: [11.73864739 15.8927875  11.15454756], val_grp_loss: [10.62308243 14.90606477 11.27137184], train_hist_grp_loss: [1.68690943 2.15575695 4.2537647 ], cur_train_grp_loss: [0.09466514 0.12320132 0.23732964], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8928, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9061, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:02,850 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15146819 9.51898586 4.9582087  8.85733268], weights: [0.32976616 0.33141044 0.33882339], train_wt_loss:  40.3003, val_wt_loss: 36.7846, train_grp_loss: [11.73881705 15.89260509 11.1546016 ], val_grp_loss: [10.62321054 14.90582127 11.27143965], train_hist_grp_loss: [1.78157594 2.27895685 4.4910955 ], cur_train_grp_loss: [0.09466651 0.1231999  0.2373308 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8926, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9058, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:03,898 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3477, 0.6805, param: [4.1514865  9.51870161 4.95836452 8.85742577], weights: [0.32957557 0.33131342 0.33911101], train_wt_loss:  40.3003, val_wt_loss: 36.7846, train_grp_loss: [11.7389862  15.89242327 11.15465541], val_grp_loss: [10.6233382  14.90557866 11.2715073 ], train_hist_grp_loss: [1.87624382 2.40215534 4.72842745], cur_train_grp_loss: [0.09466788 0.12319849 0.23733195], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8924, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9056, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:04,918 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3476, 0.6805, param: [4.15150458 9.51841785 4.95852018 8.8575194 ], weights: [0.32938497 0.33121628 0.33939875], train_wt_loss:  40.3003, val_wt_loss: 36.7845, train_grp_loss: [11.73915484 15.89224203 11.15470901], val_grp_loss: [10.62346541 14.90533692 11.27157478], train_hist_grp_loss: [1.97091307 2.52535242 4.96576055], cur_train_grp_loss: [0.09466924 0.12319708 0.23733309], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8922, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9053, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:05,998 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3476, 0.6805, param: [4.15152243 9.51813459 4.95867567 8.85761355], weights: [0.32919435 0.33111904 0.3396866 ], train_wt_loss:  40.3003, val_wt_loss: 36.7845, train_grp_loss: [11.73932298 15.89206139 11.1547624 ], val_grp_loss: [10.62359217 14.90509607 11.27164209], train_hist_grp_loss: [2.06558367 2.64854809 5.20309478], cur_train_grp_loss: [0.0946706  0.12319567 0.23733423], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8921, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9051, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:31:07,040 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3476, 0.6805, param: [4.15154005 9.51785184 4.95883099 8.85770824], weights: [0.32900373 0.3310217  0.33997457], train_wt_loss:  40.3003, val_wt_loss: 36.7845, train_grp_loss: [11.7394906  15.89188134 11.15481557], val_grp_loss: [10.62371848 14.9048561  11.27170924], train_hist_grp_loss: [2.16025563 2.77174237 5.44043015], cur_train_grp_loss: [0.09467196 0.12319427 0.23733537], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8919, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9049, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
