2024-10-07 01:03:09,729 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.04,2022
2024-10-07 01:03:09,731 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 01:03:09,732 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:03:09,821 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 01:03:09,822 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:03:09,823 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 01:03:10,042 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 01:03:10,271 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:03:11,494 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2621, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6507, 0.3479, 0.6809, param: [4.15023342 9.52499961 4.95539468 8.85793795], weights: [0.33201524 0.33217368 0.33581108], train_wt_loss:  40.3003, val_wt_loss: 36.7862, train_grp_loss: [11.73442877 15.89741443 11.15297469], val_grp_loss: [10.61965735 14.91261496 11.26983888], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6809, max_kl_dist_index: 2, max_train_grp_loss:  15.8974, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9126, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:23,238 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0005, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15094949 9.51266748 4.96219307 8.86225395], weights: [0.32361627 0.32786327 0.34852046], train_wt_loss:  40.3003, val_wt_loss: 36.7843, train_grp_loss: [11.74167715 15.88963157 11.15525676], val_grp_loss: [10.62510194 14.90226901 11.2727505 ], train_hist_grp_loss: [1.21369157 1.5396462  3.06715363], cur_train_grp_loss: [0.09468596 0.12318056 0.23734185], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8896, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9023, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:24,266 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0005, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15099218 9.51159458 4.96279466 8.86269766], weights: [0.3228517  0.32746155 0.34968675], train_wt_loss:  40.3003, val_wt_loss: 36.7842, train_grp_loss: [11.7422869  15.88898101 11.15544319], val_grp_loss: [10.6255534  14.90141357 11.27299908], train_hist_grp_loss: [1.30838251 1.66282164 3.30449952], cur_train_grp_loss: [0.09469094 0.12317544 0.23734589], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8890, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9014, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:25,287 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  13.4334, val_loss:  12.2613, grad_norm: 0.0006, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15103111 9.51052976 4.96339348 8.86314999], weights: [0.32208698 0.32705821 0.3508548 ], train_wt_loss:  40.3003, val_wt_loss: 36.7840, train_grp_loss: [11.74288838 15.88833999 11.15562608], val_grp_loss: [10.62599755 14.90057239 11.27324493], train_hist_grp_loss: [1.40307837 1.78599203 3.54184937], cur_train_grp_loss: [0.09469586 0.1231704  0.23734986], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8883, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9006, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:26,329 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  13.4334, val_loss:  12.2613, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3475, 0.6804, param: [4.1510663  9.509473   4.96398952 8.86361096], weights: [0.32132212 0.32665327 0.35202461], train_wt_loss:  40.3003, val_wt_loss: 36.7839, train_grp_loss: [11.74348158 15.88770851 11.15580542], val_grp_loss: [10.62643439 14.8997455  11.27348805], train_hist_grp_loss: [1.49777909 1.90915746 3.77920312], cur_train_grp_loss: [0.09470071 0.12316543 0.23735375], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8877, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8997, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:27,355 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  13.4334, val_loss:  12.2612, grad_norm: 0.0007, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3475, 0.6804, param: [4.15109772 9.50842433 4.96458278 8.8640806 ], weights: [0.32055714 0.32624671 0.35319615], train_wt_loss:  40.3003, val_wt_loss: 36.7837, train_grp_loss: [11.74406647 15.8870866  11.15598119], val_grp_loss: [10.62686388 14.8989329  11.27372845], train_hist_grp_loss: [1.59248458 2.03231799 4.01656068], cur_train_grp_loss: [0.0947055  0.12316053 0.23735756], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8871, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8989, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:28,367 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  13.4334, val_loss:  12.2612, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3475, 0.6804, param: [4.15112539 9.50738374 4.96517325 8.8645589 ], weights: [0.31979202 0.32583855 0.35436943], train_wt_loss:  40.3003, val_wt_loss: 36.7836, train_grp_loss: [11.74464305 15.88647426 11.15615341], val_grp_loss: [10.62728604 14.89813461 11.2739661 ], train_hist_grp_loss: [1.6871948  2.1554737  4.25392199], cur_train_grp_loss: [0.09471021 0.12315571 0.2373613 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8865, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8981, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:29,374 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  13.4334, val_loss:  12.2612, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3475, 0.6804, param: [4.15114928 9.50635125 4.96576093 8.8650459 ], weights: [0.31902679 0.3254288  0.35554441], train_wt_loss:  40.3003, val_wt_loss: 36.7835, train_grp_loss: [11.7452113  15.8858715  11.15632204], val_grp_loss: [10.62770083 14.89735066 11.274201  ], train_hist_grp_loss: [1.78190966 2.27862467 4.49128695], cur_train_grp_loss: [0.09471486 0.12315096 0.23736497], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8859, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8974, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:30,400 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  13.4334, val_loss:  12.2611, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3474, 0.6803, param: [4.15116942 9.50532686 4.9663458  8.86554161], weights: [0.31826145 0.32501745 0.3567211 ], train_wt_loss:  40.3003, val_wt_loss: 36.7833, train_grp_loss: [11.74577121 15.88527834 11.1564871 ], val_grp_loss: [10.62810825 14.89658105 11.27443315], train_hist_grp_loss: [1.87662911 2.40177096 4.72865551], cur_train_grp_loss: [0.09471945 0.12314629 0.23736855], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8853, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8966, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:31,420 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  13.4334, val_loss:  12.2611, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3474, 0.6803, param: [4.15118578 9.50431057 4.96692786 8.86604603], weights: [0.31749599 0.32460452 0.35789949], train_wt_loss:  40.3003, val_wt_loss: 36.7832, train_grp_loss: [11.74632275 15.88469477 11.15664857], val_grp_loss: [10.62850829 14.89582582 11.27466254], train_hist_grp_loss: [1.97135307 2.52491265 4.96602757], cur_train_grp_loss: [0.09472396 0.12314169 0.23737207], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8847, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8958, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:32,483 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  13.4334, val_loss:  12.2610, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3474, 0.6803, param: [4.15119836 9.50330239 4.9675071  8.86655919], weights: [0.31673044 0.32419001 0.35907954], train_wt_loss:  40.3003, val_wt_loss: 36.7831, train_grp_loss: [11.74686592 15.88412082 11.15680644], val_grp_loss: [10.62890093 14.89508496 11.27488917], train_hist_grp_loss: [2.06608148 2.64804982 5.20340307], cur_train_grp_loss: [0.09472841 0.12313717 0.2373755 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8841, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8951, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:03:33,528 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  13.4334, val_loss:  12.2610, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3474, 0.6803, param: [4.15120717 9.50230234 4.96808351 8.8670811 ], weights: [0.3159648  0.32377393 0.36026127], train_wt_loss:  40.3003, val_wt_loss: 36.7830, train_grp_loss: [11.74740069 15.88355648 11.15696071], val_grp_loss: [10.62928616 14.8943585  11.27511301], train_hist_grp_loss: [2.16081427 2.77118254 5.44078193], cur_train_grp_loss: [0.09473279 0.12313272 0.23737886], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6803, max_kl_dist_index: 2, max_train_grp_loss:  15.8836, max_train_grp_loss_index: 1, max_val_grp_loss:  14.8944, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
