2024-10-07 01:06:45,661 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.04,2023
2024-10-07 01:06:45,663 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 01:06:45,663 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 01:06:45,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 01:06:45,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 01:06:45,755 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 01:06:45,973 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 01:06:46,203 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 01:06:47,435 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2166, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6777, param: [ 4.89950164  6.9788959   5.67511288 10.23466789], weights: [0.3322965  0.33244357 0.33525993], train_wt_loss:  37.8784, val_wt_loss: 36.6497, train_grp_loss: [11.44673755 13.75198256 13.00542884], val_grp_loss: [12.59492607 12.82818821 11.2247546 ], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6777, max_kl_dist_index: 2, max_train_grp_loss:  13.7520, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8282, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:06:59,145 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.6262, val_loss:  12.2182, grad_norm: 0.0008, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6765, 0.3236, 0.6769, param: [ 4.89691983  6.95983504  5.68794015 10.23196265], weights: [0.32274782 0.32680942 0.35044276], train_wt_loss:  37.8785, val_wt_loss: 36.6545, train_grp_loss: [11.45851646 13.73863574 13.00668876], val_grp_loss: [12.60677158 12.81537679 11.23059271], train_hist_grp_loss: [1.10328418 1.41593235 3.16143702], cur_train_grp_loss: [0.08813461 0.11546032 0.25503118], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6769, max_kl_dist_index: 2, max_train_grp_loss:  13.7386, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8154, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:00,172 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.6262, val_loss:  12.2183, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6768, param: [ 4.89664908  6.95813274  5.68909374 10.2318269 ], weights: [0.32187732 0.32628419 0.35183849], train_wt_loss:  37.8785, val_wt_loss: 36.6550, train_grp_loss: [11.45952201 13.73750751 13.00678419], val_grp_loss: [12.60778894 12.8143144  11.23109537], train_hist_grp_loss: [1.19142661 1.53138307 3.41647013], cur_train_grp_loss: [0.08814243 0.11545072 0.25503311], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6768, max_kl_dist_index: 2, max_train_grp_loss:  13.7375, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8143, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:01,215 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.6262, val_loss:  12.2185, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6767, param: [ 4.89637226  6.95643551  5.69024521 10.23170977], weights: [0.32100647 0.32575682 0.35323671], train_wt_loss:  37.8785, val_wt_loss: 36.6554, train_grp_loss: [11.46051654 13.73639358 13.00687639], val_grp_loss: [12.60879625 12.81326923 11.23159327], train_hist_grp_loss: [1.27957678 1.64682431 3.67150512], cur_train_grp_loss: [0.08815017 0.11544124 0.25503498], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6767, max_kl_dist_index: 2, max_train_grp_loss:  13.7364, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8133, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:02,226 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.6262, val_loss:  12.2186, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6764, 0.3236, 0.6767, param: [ 4.89608936  6.95474335  5.69139457 10.23161132], weights: [0.32013526 0.32522734 0.3546374 ], train_wt_loss:  37.8785, val_wt_loss: 36.6559, train_grp_loss: [11.46150002 13.73529399 13.00696533], val_grp_loss: [12.60979348 12.81224131 11.2320864 ], train_hist_grp_loss: [1.3677346  1.76225619 3.92654191], cur_train_grp_loss: [0.08815782 0.11543188 0.25503679], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6767, max_kl_dist_index: 2, max_train_grp_loss:  13.7353, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8122, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:03,254 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.6262, val_loss:  12.2188, grad_norm: 0.0012, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3236, 0.6766, param: [ 4.89580036  6.95305625  5.6925418  10.23153162], weights: [0.3192637  0.32469574 0.35604055], train_wt_loss:  37.8785, val_wt_loss: 36.6564, train_grp_loss: [11.46247241 13.73420877 13.007051  ], val_grp_loss: [12.61078059 12.8112307  11.23257473], train_hist_grp_loss: [1.45589999 1.87767883 4.18158044], cur_train_grp_loss: [0.08816538 0.11542264 0.25503854], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6766, max_kl_dist_index: 2, max_train_grp_loss:  13.7342, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8112, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:04,288 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.6262, val_loss:  12.2189, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3236, 0.6765, param: [ 4.89550525  6.95137422  5.6936869  10.23147072], weights: [0.31839182 0.32416205 0.35744613], train_wt_loss:  37.8785, val_wt_loss: 36.6568, train_grp_loss: [11.46343367 13.73313795 13.0071334 ], val_grp_loss: [12.61175755 12.81023743 11.23305824], train_hist_grp_loss: [1.54407285 1.99309235 4.43662066], cur_train_grp_loss: [0.08817286 0.11541352 0.25504022], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6765, max_kl_dist_index: 2, max_train_grp_loss:  13.7331, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8102, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:05,325 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.6262, val_loss:  12.2191, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3235, 0.6765, param: [ 4.89520401  6.94969723  5.69482987 10.23142869], weights: [0.31751961 0.32362626 0.35885412], train_wt_loss:  37.8786, val_wt_loss: 36.6573, train_grp_loss: [11.46438379 13.73208155 13.0072125 ], val_grp_loss: [12.61272433 12.80926153 11.23353692], train_hist_grp_loss: [1.63225311 2.10849687 4.69166249], cur_train_grp_loss: [0.08818026 0.11540452 0.25504183], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6765, max_kl_dist_index: 2, max_train_grp_loss:  13.7321, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8093, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:06,389 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.6262, val_loss:  12.2193, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6763, 0.3235, 0.6764, param: [ 4.89489664  6.9480253   5.69597069 10.23140559], weights: [0.3166471  0.3230884  0.36026451], train_wt_loss:  37.8786, val_wt_loss: 36.6578, train_grp_loss: [11.46532271 13.73103961 13.0072883 ], val_grp_loss: [12.61368089 12.80830306 11.23401075], train_hist_grp_loss: [1.72044068 2.22389251 4.94670587], cur_train_grp_loss: [0.08818757 0.11539564 0.25504338], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6764, max_kl_dist_index: 2, max_train_grp_loss:  13.7310, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8083, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:07,426 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.6262, val_loss:  12.2194, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6762, 0.3235, 0.6764, param: [ 4.89458311  6.94635842  5.69710936 10.23140147], weights: [0.31577428 0.32254847 0.36167726], train_wt_loss:  37.8786, val_wt_loss: 36.6582, train_grp_loss: [11.46625042 13.73001216 13.00736079], val_grp_loss: [12.61462722 12.80736204 11.2344797 ], train_hist_grp_loss: [1.80863547 2.3392794  5.20175074], cur_train_grp_loss: [0.08819479 0.11538689 0.25504487], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6764, max_kl_dist_index: 2, max_train_grp_loss:  13.7300, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8074, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:08,478 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.6262, val_loss:  12.2196, grad_norm: 0.0016, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6762, 0.3235, 0.6763, param: [ 4.89426342  6.94469657  5.69824588 10.23141641], weights: [0.31490117 0.32200647 0.36309236], train_wt_loss:  37.8786, val_wt_loss: 36.6587, train_grp_loss: [11.46716687 13.72899923 13.00742994], val_grp_loss: [12.61556327 12.80643854 11.23494377], train_hist_grp_loss: [1.89683739 2.45465765 5.45679703], cur_train_grp_loss: [0.08820193 0.11537825 0.25504629], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6763, max_kl_dist_index: 2, max_train_grp_loss:  13.7290, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8064, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 01:07:09,525 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.6262, val_loss:  12.2197, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0098, 0.0189, 0.0009, KL_dist: 0.6762, 0.3235, 0.6763, param: [ 4.89393754  6.94303977  5.69938024 10.23145045], weights: [0.31402778 0.32146244 0.36450978], train_wt_loss:  37.8786, val_wt_loss: 36.6592, train_grp_loss: [11.46807204 13.72800084 13.00749575], val_grp_loss: [12.61648902 12.80553257 11.23540294], train_hist_grp_loss: [1.98504637 2.57002739 5.71184468], cur_train_grp_loss: [0.08820898 0.11536974 0.25504765], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6763, max_kl_dist_index: 2, max_train_grp_loss:  13.7280, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8055, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
