2024-10-07 00:34:18,004 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.01,2023
2024-10-07 00:34:18,006 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2023
2024-10-07 00:34:18,006 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:34:18,099 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2729, l2 distance: 29.4548, acc: 0.92.
2024-10-07 00:34:18,099 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:34:18,101 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 6.99981245 12.85202501  8.22225193 12.39503134]
2024-10-07 00:34:18,318 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8503, 7.1054, 3.3198
2024-10-07 00:34:18,551 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:34:19,795 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.6261, val_loss:  12.2164, grad_norm: 0.4066, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6768, 0.3238, 0.6776, param: [ 4.90032933  6.97936371  5.67464935 10.2328601 ], weights: [0.33307434 0.33311119 0.33381446], train_wt_loss:  37.8784, val_wt_loss: 36.6493, train_grp_loss: [11.44733448 13.75119335 13.00574747], val_grp_loss: [12.59542693 12.82706442 11.22499376], train_hist_grp_loss: [0.1342519  0.14531453 0.3562142 ], cur_train_grp_loss: [0.1342519  0.14531453 0.3562142 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6776, max_kl_dist_index: 2, max_train_grp_loss:  13.7512, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8271, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.3562, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:31,519 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.6261, val_loss:  12.2168, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6767, 0.3237, 0.6774, param: [ 4.89976487  6.97453755  5.67787988 10.23193893], weights: [0.3306949  0.33173257 0.33757253], train_wt_loss:  37.8784, val_wt_loss: 36.6505, train_grp_loss: [11.45042108 13.74767219 13.00610493], val_grp_loss: [12.5985174  12.82363857 11.22651441], train_hist_grp_loss: [1.10299179 1.41628449 3.16141088], cur_train_grp_loss: [0.08807803 0.11552931 0.25502105], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6774, max_kl_dist_index: 2, max_train_grp_loss:  13.7477, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8236, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:32,569 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.6261, val_loss:  12.2169, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6767, 0.3237, 0.6773, param: [ 4.89971135  6.97410072  5.6781728  10.23186191], weights: [0.33047841 0.3316064  0.33791519], train_wt_loss:  37.8784, val_wt_loss: 36.6506, train_grp_loss: [11.45069768 13.74735733 13.00613626], val_grp_loss: [12.59879472 12.82333341 11.22665095], train_hist_grp_loss: [1.19107195 1.53181115 3.41643254], cur_train_grp_loss: [0.08808016 0.11552666 0.25502167], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 2, max_train_grp_loss:  13.7474, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8233, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:33,592 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.6261, val_loss:  12.2169, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6773, param: [ 4.89965745  6.97366421  5.67846559 10.23178602], weights: [0.33026189 0.33148009 0.33825801], train_wt_loss:  37.8784, val_wt_loss: 36.6507, train_grp_loss: [11.45097362 13.74704334 13.0061674 ], val_grp_loss: [12.59907142 12.82302931 11.2267872 ], train_hist_grp_loss: [1.27915424 1.64733516 3.67145482], cur_train_grp_loss: [0.08808229 0.11552401 0.25502228], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 2, max_train_grp_loss:  13.7470, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8230, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:34,627 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.6261, val_loss:  12.2169, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6773, param: [ 4.89960318  6.97322801  5.67875825 10.23171126], weights: [0.33004534 0.33135365 0.33860101], train_wt_loss:  37.8784, val_wt_loss: 36.6508, train_grp_loss: [11.4512489  13.74673023 13.00619835], val_grp_loss: [12.59934752 12.82272626 11.22692316], train_hist_grp_loss: [1.36723865 1.76285653 3.92647771], cur_train_grp_loss: [0.08808441 0.11552137 0.25502289], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 2, max_train_grp_loss:  13.7467, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8227, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:35,659 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.6261, val_loss:  12.2170, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6773, param: [ 4.89954854  6.97279214  5.67905078 10.23163763], weights: [0.32982877 0.33122706 0.33894417], train_wt_loss:  37.8784, val_wt_loss: 36.6509, train_grp_loss: [11.4515235  13.74641799 13.0062291 ], val_grp_loss: [12.59962301 12.82242425 11.22705883], train_hist_grp_loss: [1.45532518 1.87837527 4.18150121], cur_train_grp_loss: [0.08808653 0.11551874 0.2550235 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 2, max_train_grp_loss:  13.7464, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8224, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:36,642 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.6261, val_loss:  12.2170, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6773, param: [ 4.89949353  6.97235658  5.67934319 10.23156512], weights: [0.32961216 0.33110034 0.33928749], train_wt_loss:  37.8784, val_wt_loss: 36.6510, train_grp_loss: [11.45179743 13.74610663 13.00625965], val_grp_loss: [12.59989789 12.8221233  11.22719422], train_hist_grp_loss: [1.54341382 1.99389139 4.43652531], cur_train_grp_loss: [0.08808864 0.11551612 0.2550241 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6773, max_kl_dist_index: 2, max_train_grp_loss:  13.7461, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8221, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:37,659 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.6261, val_loss:  12.2170, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6772, param: [ 4.89943814  6.97192134  5.67963546 10.23149375], weights: [0.32939553 0.33097348 0.33963099], train_wt_loss:  37.8784, val_wt_loss: 36.6511, train_grp_loss: [11.4520707  13.74579614 13.00629001], val_grp_loss: [12.60017216 12.8218234  11.22732933], train_hist_grp_loss: [1.63150457 2.10940489 4.69155001], cur_train_grp_loss: [0.08809075 0.1155135  0.2550247 ], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 2, max_train_grp_loss:  13.7458, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8218, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:38,704 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.6261, val_loss:  12.2171, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6772, param: [ 4.89938239  6.97148642  5.67992761 10.2314235 ], weights: [0.32917887 0.33084648 0.33997465], train_wt_loss:  37.8784, val_wt_loss: 36.6512, train_grp_loss: [11.45234329 13.74548653 13.00632018], val_grp_loss: [12.60044582 12.82152456 11.22746414], train_hist_grp_loss: [1.71959743 2.22491578 4.9465753 ], cur_train_grp_loss: [0.08809285 0.11551089 0.25502529], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 2, max_train_grp_loss:  13.7455, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8215, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:39,734 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.6261, val_loss:  12.2171, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6772, param: [ 4.89932627  6.97105181  5.68021963 10.23135439], weights: [0.32896218 0.33071934 0.34031848], train_wt_loss:  37.8784, val_wt_loss: 36.6514, train_grp_loss: [11.45261522 13.7451778  13.00635015], val_grp_loss: [12.60071887 12.82122677 11.22759867], train_hist_grp_loss: [1.80769237 2.34042407 5.20160119], cur_train_grp_loss: [0.08809495 0.11550829 0.25502589], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 2, max_train_grp_loss:  13.7452, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8212, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:40,770 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.6261, val_loss:  12.2172, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6772, param: [ 4.89926977  6.97061753  5.68051152 10.2312864 ], weights: [0.32874546 0.33059207 0.34066247], train_wt_loss:  37.8784, val_wt_loss: 36.6515, train_grp_loss: [11.45288647 13.74486995 13.00637992], val_grp_loss: [12.6009913  12.82093003 11.22773291], train_hist_grp_loss: [1.89578941 2.45592977 5.45662766], cur_train_grp_loss: [0.08809704 0.1155057  0.25502647], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 2, max_train_grp_loss:  13.7449, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8209, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:34:41,789 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.6261, val_loss:  12.2172, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0095, 0.0189, 0.0009, KL_dist: 0.6766, 0.3237, 0.6772, param: [ 4.8992129   6.97018356  5.68080328 10.23121955], weights: [0.32852872 0.33046465 0.34100663], train_wt_loss:  37.8784, val_wt_loss: 36.6516, train_grp_loss: [11.45315705 13.74456298 13.0064095 ], val_grp_loss: [12.60126313 12.82063435 11.22786686], train_hist_grp_loss: [1.98388854 2.57143288 5.71165472], cur_train_grp_loss: [0.08809913 0.11550311 0.25502706], max_reward_err:  0.0189, max_reward_err_index: 1, max_kl_dist:  0.6772, max_kl_dist_index: 2, max_train_grp_loss:  13.7446, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8206, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2550, max_cur_train_grp_loss_index: 2, 
