2024-10-07 17:31:52,557 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_17_04_32/rdpo,0.2,0.1,1,2021
2024-10-07 17:31:52,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 17:31:52,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 17:31:52,647 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 17:31:52,648 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 17:31:52,649 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 17:31:52,858 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 17:31:53,086 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 17:31:54,297 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1566, val_loss:  12.4246, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0098, 0.0149, 0.0001, KL_dist: 0.6659, 0.3100, 0.6608, param: [5.43158951 8.3444196  5.16696908 8.70178998], weights: [0.31016477 0.30659363 0.38324159], train_wt_loss:  36.4697, val_wt_loss: 37.2738, train_grp_loss: [11.74866721 13.14550239 10.70395786], val_grp_loss: [12.62047609 12.53046358 12.12225306], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0149, max_reward_err_index: 1, max_kl_dist:  0.6659, max_kl_dist_index: 0, max_train_grp_loss:  13.1455, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6205, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:05,746 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.1974, val_loss:  12.5071, grad_norm: 0.0608, live_grad: 0.0000, reward_err: 0.0093, 0.0143, 0.0002, KL_dist: 0.7246, 0.3421, 0.7204, param: [5.43815407 8.18265928 5.5718426  9.58060084], weights: [0.14965987 0.16794785 0.68239228], train_wt_loss:  36.5923, val_wt_loss: 37.5214, train_grp_loss: [11.72710564 13.3314844  10.53804425], val_grp_loss: [12.66812573 12.7468076  12.10595161], train_hist_grp_loss: [1.1852578  1.30054615 2.70249732], cur_train_grp_loss: [0.093876   0.1063774  0.21111962], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.7246, max_kl_dist_index: 0, max_train_grp_loss:  13.3315, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7468, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2111, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:06,728 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.2069, val_loss:  12.5208, grad_norm: 0.0701, live_grad: 0.0000, reward_err: 0.0093, 0.0143, 0.0002, KL_dist: 0.7320, 0.3463, 0.7283, param: [5.43185445 8.16704699 5.61573603 9.69691359], weights: [0.13770377 0.15652695 0.70576928], train_wt_loss:  36.6206, val_wt_loss: 37.5625, train_grp_loss: [11.71958346 13.36885044 10.52011794], val_grp_loss: [12.66697165 12.79027123 12.10485193], train_hist_grp_loss: [1.27907464 1.40719803 2.91325821], cur_train_grp_loss: [0.09381685 0.10665188 0.21076089], max_reward_err:  0.0143, max_reward_err_index: 1, max_kl_dist:  0.7320, max_kl_dist_index: 0, max_train_grp_loss:  13.3689, max_train_grp_loss_index: 1, max_val_grp_loss:  12.7903, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2108, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:07,722 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.2176, val_loss:  12.5359, grad_norm: 0.0799, live_grad: 0.0000, reward_err: 0.0093, 0.0146, 0.0002, KL_dist: 0.7397, 0.3505, 0.7366, param: [5.42438446 8.15013959 5.66023331 9.81799259], weights: [0.1264036  0.14559044 0.72800596], train_wt_loss:  36.6527, val_wt_loss: 37.6076, train_grp_loss: [11.71217944 13.4090542  10.50236438], val_grp_loss: [12.66561345 12.83714424 12.10441289], train_hist_grp_loss: [1.37283131 1.51414883 3.12366057], cur_train_grp_loss: [0.09375667 0.1069508  0.21040236], max_reward_err:  0.0146, max_reward_err_index: 1, max_kl_dist:  0.7397, max_kl_dist_index: 0, max_train_grp_loss:  13.4091, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8371, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2104, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:08,723 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.2296, val_loss:  12.5521, grad_norm: 0.0902, live_grad: 0.0000, reward_err: 0.0093, 0.0153, 0.0003, KL_dist: 0.7476, 0.3549, 0.7450, param: [5.41579824 8.13169555 5.70510735 9.94331492], weights: [0.11577355 0.13516937 0.74905708], train_wt_loss:  36.6887, val_wt_loss: 37.6564, train_grp_loss: [11.70512115 13.45184464 10.48493855], val_grp_loss: [12.6641997  12.88716863 12.10473819], train_hist_grp_loss: [1.46652875 1.62142126 3.33370785], cur_train_grp_loss: [0.09369744 0.10727243 0.21004729], max_reward_err:  0.0153, max_reward_err_index: 1, max_kl_dist:  0.7476, max_kl_dist_index: 0, max_train_grp_loss:  13.4518, max_train_grp_loss_index: 1, max_val_grp_loss:  12.8872, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2100, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:09,716 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.2428, val_loss:  12.5697, grad_norm: 0.1009, live_grad: 0.0000, reward_err: 0.0091, 0.0156, 0.0003, KL_dist: 0.7557, 0.3595, 0.7537, param: [ 5.40616874  8.11150256  5.75011523 10.07231171], weights: [0.10581801 0.12528449 0.7688975 ], train_wt_loss:  36.7284, val_wt_loss: 37.7091, train_grp_loss: [11.69861057 13.49694296 10.46798365], val_grp_loss: [12.66286062 12.9400544  12.10590794], train_hist_grp_loss: [1.56016972 1.72903602 3.54340662], cur_train_grp_loss: [0.09364097 0.10761476 0.20969877], max_reward_err:  0.0156, max_reward_err_index: 1, max_kl_dist:  0.7557, max_kl_dist_index: 0, max_train_grp_loss:  13.4969, max_train_grp_loss_index: 1, max_val_grp_loss:  12.9401, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2097, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:10,718 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.2573, val_loss:  12.5885, grad_norm: 0.1119, live_grad: 0.0000, reward_err: 0.0087, 0.0156, 0.0003, KL_dist: 0.7638, 0.3641, 0.7625, param: [ 5.39558618  8.08938483  5.79500469 10.20437782], weights: [0.09653265 0.11594713 0.78752022], train_wt_loss:  36.7719, val_wt_loss: 37.7654, train_grp_loss: [11.69281858 13.54404786 10.45162738], val_grp_loss: [12.66170498 12.99548449 12.10797602], train_hist_grp_loss: [1.6537586  1.83701157 3.7527663 ], cur_train_grp_loss: [0.09358888 0.10797554 0.20935967], max_reward_err:  0.0156, max_reward_err_index: 1, max_kl_dist:  0.7638, max_kl_dist_index: 0, max_train_grp_loss:  13.5440, max_train_grp_loss_index: 1, max_val_grp_loss:  12.9955, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2094, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:11,701 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.2730, val_loss:  12.6084, grad_norm: 0.1231, live_grad: 0.0000, reward_err: 0.0087, 0.0159, 0.0003, KL_dist: 0.7720, 0.3687, 0.7713, param: [ 5.38415563  8.06520936  5.83952085 10.33888216], weights: [0.08790554 0.10716028 0.80493418], train_wt_loss:  36.8189, val_wt_loss: 37.8251, train_grp_loss: [11.68788104 13.59284155 10.43597903], val_grp_loss: [12.66081813 13.05312049 12.1109688 ], train_hist_grp_loss: [1.74730115 1.94536395 3.96179884], cur_train_grp_loss: [0.09354255 0.10835238 0.20903255], max_reward_err:  0.0159, max_reward_err_index: 1, max_kl_dist:  0.7720, max_kl_dist_index: 0, max_train_grp_loss:  13.5928, max_train_grp_loss_index: 1, max_val_grp_loss:  13.0531, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2090, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:12,712 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.2897, val_loss:  12.6293, grad_norm: 0.1345, live_grad: 0.0000, reward_err: 0.0085, 0.0159, 0.0004, KL_dist: 0.7802, 0.3734, 0.7802, param: [ 5.3719939   8.03889072  5.88341314 10.47517817], weights: [0.0799184  0.09891971 0.82116189], train_wt_loss:  36.8692, val_wt_loss: 37.8878, train_grp_loss: [11.68389677 13.64299623 10.42112768], val_grp_loss: [12.6602614  13.1126089  12.11488525], train_hist_grp_loss: [1.8408042  2.05410668 4.17051842], cur_train_grp_loss: [0.09350305 0.10874273 0.20871958], max_reward_err:  0.0159, max_reward_err_index: 1, max_kl_dist:  0.7802, max_kl_dist_index: 0, max_train_grp_loss:  13.6430, max_train_grp_loss_index: 1, max_val_grp_loss:  13.1126, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2087, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:13,748 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.3075, val_loss:  12.6511, grad_norm: 0.1459, live_grad: 0.0000, reward_err: 0.0088, 0.0159, 0.0006, KL_dist: 0.7884, 0.3781, 0.7891, param: [ 5.35922612  8.0103942   5.92644181 10.61261425], weights: [0.07254785 0.09121521 0.83623694], train_wt_loss:  36.9225, val_wt_loss: 37.9534, train_grp_loss: [11.6809273  13.69418068 10.40714123], val_grp_loss: [12.66007264 13.17358764 12.11969835], train_hist_grp_loss: [1.93427537 2.16325065 4.37894098], cur_train_grp_loss: [0.09347117 0.10914397 0.20842255], max_reward_err:  0.0159, max_reward_err_index: 1, max_kl_dist:  0.7891, max_kl_dist_index: 2, max_train_grp_loss:  13.6942, max_train_grp_loss_index: 1, max_val_grp_loss:  13.1736, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2084, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:14,754 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.3261, val_loss:  12.6738, grad_norm: 0.1573, live_grad: 0.0000, reward_err: 0.0088, 0.0163, 0.0006, KL_dist: 0.7965, 0.3828, 0.7978, param: [ 5.34598198  7.97973701  5.96838385 10.75054359], weights: [0.06576663 0.08403168 0.85020169], train_wt_loss:  36.9784, val_wt_loss: 38.0213, train_grp_loss: [11.67899826 13.74606662 10.39406651], val_grp_loss: [12.66026783 13.23569243 12.12535769], train_hist_grp_loss: [2.02772279 2.2728041  4.5870838 ], cur_train_grp_loss: [0.09344742 0.10955345 0.20814282], max_reward_err:  0.0163, max_reward_err_index: 1, max_kl_dist:  0.7978, max_kl_dist_index: 2, max_train_grp_loss:  13.7461, max_train_grp_loss_index: 1, max_val_grp_loss:  13.2357, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2081, max_cur_train_grp_loss_index: 2, 
2024-10-07 17:32:15,794 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.3455, val_loss:  12.6970, grad_norm: 0.1686, live_grad: 0.0000, reward_err: 0.0088, 0.0167, 0.0006, KL_dist: 0.8044, 0.3875, 0.8065, param: [ 5.33239209  7.94698766  6.00903794 10.88833338], weights: [0.05954463 0.07735026 0.86310511], train_wt_loss:  37.0365, val_wt_loss: 38.0911, train_grp_loss: [11.67810239 13.79833458 10.38193018], val_grp_loss: [12.66084359 13.29856279 12.13179293], train_hist_grp_loss: [2.12115478 2.38277263 4.79496513], cur_train_grp_loss: [0.09343199 0.10996853 0.20788133], max_reward_err:  0.0167, max_reward_err_index: 1, max_kl_dist:  0.8065, max_kl_dist_index: 2, max_train_grp_loss:  13.7983, max_train_grp_loss_index: 1, max_val_grp_loss:  13.2986, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2079, max_cur_train_grp_loss_index: 2, 
