2024-10-07 00:59:31,073 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.04,2021
2024-10-07 00:59:31,074 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2021
2024-10-07 00:59:31,075 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:59:31,165 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.2351, l2 distance: 36.4442, acc: 0.90.
2024-10-07 00:59:31,166 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:59:31,167 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 9.05939251 17.1373287   9.50347978 12.39752865]
2024-10-07 00:59:31,392 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8285, 7.1348, 3.2752
2024-10-07 00:59:31,627 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:59:32,952 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  12.1558, val_loss:  12.4221, grad_norm: 0.4595, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6570, 0.3053, 0.6502, param: [5.44226926 8.30150541 5.14464219 8.57609433], weights: [0.33244291 0.33228895 0.33526814], train_wt_loss:  36.4675, val_wt_loss: 37.2663, train_grp_loss: [11.80348267 13.07745009 10.73259334], val_grp_loss: [12.66535943 12.4547959  12.14545168], train_hist_grp_loss: [0.15100158 0.13942111 0.36256349], cur_train_grp_loss: [0.15100158 0.13942111 0.36256349], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6570, max_kl_dist_index: 0, max_train_grp_loss:  13.0775, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6654, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.3626, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:44,944 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  12.1558, val_loss:  12.4234, grad_norm: 0.0009, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6582, 0.3059, 0.6512, param: [5.44482017 8.29405829 5.15609368 8.5929694 ], weights: [0.32602146 0.32733265 0.34664588], train_wt_loss:  36.4675, val_wt_loss: 37.2702, train_grp_loss: [11.80652662 13.07603315 10.7286723 ], val_grp_loss: [12.67035087 12.45330338 12.1458089 ], train_hist_grp_loss: [1.18983274 1.2901758  2.72334582], cur_train_grp_loss: [0.09445013 0.1046091  0.21458075], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6582, max_kl_dist_index: 0, max_train_grp_loss:  13.0760, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6704, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:45,976 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  12.1558, val_loss:  12.4235, grad_norm: 0.0010, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6583, 0.3060, 0.6513, param: [5.44504573 8.29339439 5.15714567 8.59455718], weights: [0.32543484 0.32687643 0.34768873], train_wt_loss:  36.4675, val_wt_loss: 37.2706, train_grp_loss: [11.80678336 13.07593333 10.72830518], val_grp_loss: [12.6707882  12.45320067 12.14583372], train_hist_grp_loss: [1.28428495 1.39478406 2.93791927], cur_train_grp_loss: [0.09445221 0.10460827 0.21457345], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6583, max_kl_dist_index: 0, max_train_grp_loss:  13.0759, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6708, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:47,005 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  12.1559, val_loss:  12.4236, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6584, 0.3060, 0.6514, param: [5.44527022 8.29273265 5.15819951 8.59615397], weights: [0.32484775 0.32641929 0.34873296], train_wt_loss:  36.4676, val_wt_loss: 37.2709, train_grp_loss: [11.80703679 13.07583838 10.72793628], val_grp_loss: [12.67122279 12.4531035  12.14585727], train_hist_grp_loss: [1.37873922 1.49939153 3.15248537], cur_train_grp_loss: [0.09445427 0.10460747 0.2145661 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6584, max_kl_dist_index: 0, max_train_grp_loss:  13.0758, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6712, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:48,034 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  12.1559, val_loss:  12.4238, grad_norm: 0.0011, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6585, 0.3061, 0.6515, param: [5.44549364 8.29207306 5.15925521 8.59775979], weights: [0.32426021 0.32596123 0.34977856], train_wt_loss:  36.4676, val_wt_loss: 37.2713, train_grp_loss: [11.80728689 13.07574829 10.7275656 ], val_grp_loss: [12.67165465 12.45301186 12.14587955], train_hist_grp_loss: [1.47319552 1.60399823 3.3670441 ], cur_train_grp_loss: [0.09445629 0.10460671 0.21455873], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6585, max_kl_dist_index: 0, max_train_grp_loss:  13.0757, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6717, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:49,060 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  12.1559, val_loss:  12.4239, grad_norm: 0.0012, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6586, 0.3062, 0.6516, param: [5.44571598 8.29141563 5.16031278 8.59937466], weights: [0.32367223 0.32550225 0.35082552], train_wt_loss:  36.4676, val_wt_loss: 37.2717, train_grp_loss: [11.80753367 13.07566307 10.72719314], val_grp_loss: [12.67208378 12.45292575 12.14590057], train_hist_grp_loss: [1.56765381 1.70860422 3.58159541], cur_train_grp_loss: [0.0944583  0.10460599 0.21455131], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6586, max_kl_dist_index: 0, max_train_grp_loss:  13.0757, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6721, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2146, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:50,115 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  12.1559, val_loss:  12.4240, grad_norm: 0.0013, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6587, 0.3062, 0.6517, param: [5.44593725 8.29076034 5.16137221 8.60099858], weights: [0.32308379 0.32504236 0.35187384], train_wt_loss:  36.4676, val_wt_loss: 37.2720, train_grp_loss: [11.80777714 13.07558272 10.72681889], val_grp_loss: [12.67251018 12.45284519 12.14592032], train_hist_grp_loss: [1.66211408 1.81320953 3.79613927], cur_train_grp_loss: [0.09446027 0.1046053  0.21454386], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6587, max_kl_dist_index: 0, max_train_grp_loss:  13.0756, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6725, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:51,151 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  12.1559, val_loss:  12.4241, grad_norm: 0.0014, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6588, 0.3063, 0.6518, param: [5.44615744 8.2901072  5.16243352 8.60263159], weights: [0.32249492 0.32458157 0.35292351], train_wt_loss:  36.4676, val_wt_loss: 37.2724, train_grp_loss: [11.80801728 13.07550726 10.72644286], val_grp_loss: [12.67293385 12.45277019 12.14593881], train_hist_grp_loss: [1.7565763  1.91781419 4.01067565], cur_train_grp_loss: [0.09446222 0.10460466 0.21453638], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6588, max_kl_dist_index: 0, max_train_grp_loss:  13.0755, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6729, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:52,179 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  12.1559, val_loss:  12.4243, grad_norm: 0.0015, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6590, 0.3063, 0.6519, param: [5.44637654 8.28945618 5.16349671 8.60427368], weights: [0.3219056  0.32411988 0.35397451], train_wt_loss:  36.4676, val_wt_loss: 37.2728, train_grp_loss: [11.80825411 13.07543668 10.72606504], val_grp_loss: [12.6733548  12.45270074 12.14595605], train_hist_grp_loss: [1.85104044 2.02241825 4.22520451], cur_train_grp_loss: [0.09446414 0.10460406 0.21452886], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6590, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6734, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:53,221 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  12.1559, val_loss:  12.4244, grad_norm: 0.0016, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6591, 0.3064, 0.6520, param: [5.44659456 8.2888073  5.16456179 8.60592489], weights: [0.32131586 0.3236573  0.35502684], train_wt_loss:  36.4677, val_wt_loss: 37.2731, train_grp_loss: [11.80848763 13.075371   10.72568544], val_grp_loss: [12.67377302 12.45263686 12.14597202], train_hist_grp_loss: [1.94550647 2.12702174 4.43972581], cur_train_grp_loss: [0.09446603 0.10460349 0.2145213 ], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6591, max_kl_dist_index: 0, max_train_grp_loss:  13.0754, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6738, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:54,333 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  12.1559, val_loss:  12.4245, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6592, 0.3065, 0.6522, param: [5.44681149 8.28816054 5.16562877 8.60758521], weights: [0.32072569 0.32319382 0.35608049], train_wt_loss:  36.4677, val_wt_loss: 37.2735, train_grp_loss: [11.80871783 13.07531022 10.72530405], val_grp_loss: [12.67418852 12.45257856 12.14598675], train_hist_grp_loss: [2.03997437 2.23162471 4.65423952], cur_train_grp_loss: [0.0944679  0.10460297 0.21451371], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6592, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6742, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:59:55,368 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  12.1559, val_loss:  12.4246, grad_norm: 0.0017, live_grad: 0.0000, reward_err: 0.0102, 0.0142, 0.0001, KL_dist: 0.6593, 0.3065, 0.6523, param: [5.44702733 8.28751589 5.16669764 8.60925467], weights: [0.32013509 0.32272946 0.35713545], train_wt_loss:  36.4677, val_wt_loss: 37.2739, train_grp_loss: [11.80894472 13.07525435 10.72492087], val_grp_loss: [12.6746013  12.45252583 12.14600021], train_hist_grp_loss: [2.13444411 2.33622719 4.8687456 ], cur_train_grp_loss: [0.09446974 0.10460248 0.21450608], max_reward_err:  0.0142, max_reward_err_index: 1, max_kl_dist:  0.6593, max_kl_dist_index: 0, max_train_grp_loss:  13.0753, max_train_grp_loss_index: 1, max_val_grp_loss:  12.6746, max_val_grp_loss_index: 0, max_cur_train_grp_loss:  0.2145, max_cur_train_grp_loss_index: 2, 
