2024-10-07 00:41:28,559 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:199] - INFO: Logging to log-hyperparam-search/2024_10_07_00_27_03/rdpo,0.1,0.1,0.02,2022
2024-10-07 00:41:28,561 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:200] - INFO: (IB) Seed: 2022
2024-10-07 00:41:28,562 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:201] - INFO: (IB) Data: 300
2024-10-07 00:41:28,653 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:297] - INFO: MLE reward loss: 0.3214, l2 distance: 25.6155, acc: 0.89.
2024-10-07 00:41:28,654 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:298] - INFO: True reward parameter: [[1.  3.  1.  3. ]
 [3.  1.  3.  1. ]
 [1.5 2.5 1.5 2.5]]
2024-10-07 00:41:28,655 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:299] - INFO: MLE reward parameter: [ 4.91492317 13.51244723  6.71533233  9.49961375]
2024-10-07 00:41:28,873 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/experiments/run_glb_noisy.py[line:314] - INFO: Learned oracle reward: 3.8530, 6.9304, 3.3326
2024-10-07 00:41:29,106 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1314] - INFO: unique_group_ids: {0, 1, 2}
2024-10-07 00:41:30,371 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  0, train_loss:  13.4334, val_loss:  12.2619, grad_norm: 0.5704, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6506, 0.3478, 0.6807, param: [4.1508262  9.52426175 4.95548794 8.85653162], weights: [0.33267478 0.33275415 0.33457107], train_wt_loss:  40.3003, val_wt_loss: 36.7857, train_grp_loss: [11.73538699 15.8963272  11.15342789], val_grp_loss: [10.62053484 14.91092252 11.27012295], train_hist_grp_loss: [0.17243466 0.18436246 0.45663202], cur_train_grp_loss: [0.17243466 0.18436246 0.45663202], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6807, max_kl_dist_index: 2, max_train_grp_loss:  15.8963, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9109, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.4566, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:42,221 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  11, train_loss:  13.4334, val_loss:  12.2616, grad_norm: 0.0002, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15125504 9.51794932 4.95893628 8.85852302], weights: [0.32848181 0.33063099 0.3408872 ], train_wt_loss:  40.3003, val_wt_loss: 36.7847, train_grp_loss: [11.73916534 15.89225944 11.15463573], val_grp_loss: [10.62339372 14.90548476 11.27162955], train_hist_grp_loss: [1.21363121 1.53970356 3.06713928], cur_train_grp_loss: [0.094668   0.12319858 0.23733043], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8923, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9055, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:43,283 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  12, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3477, 0.6805, param: [4.15128845 9.51738745 4.9592457  8.85871677], weights: [0.32810033 0.33043547 0.3414642 ], train_wt_loss:  40.3003, val_wt_loss: 36.7846, train_grp_loss: [11.73949665 15.8919038  11.15474034], val_grp_loss: [10.62364284 14.90501155 11.27176253], train_hist_grp_loss: [1.30830189 1.66289937 3.30447196], cur_train_grp_loss: [0.09467069 0.12319581 0.23733268], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8919, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9050, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:44,311 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  13, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15132094 9.51682759 4.95955445 8.85891265], weights: [0.3277188  0.33023954 0.34204166], train_wt_loss:  40.3003, val_wt_loss: 36.7845, train_grp_loss: [11.73982591 15.89155052 11.15484407], val_grp_loss: [10.62389016 14.90454187 11.27189485], train_hist_grp_loss: [1.40297525 1.78609242 3.54180686], cur_train_grp_loss: [0.09467336 0.12319305 0.2373349 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8916, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9045, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:45,351 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  14, train_loss:  13.4334, val_loss:  12.2615, grad_norm: 0.0003, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15135249 9.51626974 4.95986251 8.85911066], weights: [0.32733722 0.33004319 0.34261959], train_wt_loss:  40.3003, val_wt_loss: 36.7844, train_grp_loss: [11.74015314 15.89119961 11.15494693], val_grp_loss: [10.62413567 14.90407572 11.2720265 ], train_hist_grp_loss: [1.49765127 1.90928273 3.77914396], cur_train_grp_loss: [0.09467602 0.12319031 0.23733711], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8912, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9041, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:46,385 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  15, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.15138311 9.51571389 4.9601699  8.85931081], weights: [0.3269556  0.32984643 0.34319797], train_wt_loss:  40.3003, val_wt_loss: 36.7843, train_grp_loss: [11.74047832 15.89085107 11.15504891], val_grp_loss: [10.62437938 14.90361311 11.27215748], train_hist_grp_loss: [1.59232992 2.03247033 4.01648326], cur_train_grp_loss: [0.09467865 0.12318759 0.2373393 ], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8909, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9036, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:47,430 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  16, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6805, param: [4.1514128  9.51516004 4.9604766  8.85951309], weights: [0.32657393 0.32964926 0.34377681], train_wt_loss:  40.3003, val_wt_loss: 36.7842, train_grp_loss: [11.74080146 15.89050489 11.15515003], val_grp_loss: [10.62462127 14.90315404 11.27228778], train_hist_grp_loss: [1.6870112  2.15565522 4.25382473], cur_train_grp_loss: [0.09468128 0.12318489 0.23734147], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6805, max_kl_dist_index: 2, max_train_grp_loss:  15.8905, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9032, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:48,493 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  17, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6804, param: [4.15144156 9.5146082  4.96078262 8.8597175 ], weights: [0.32619222 0.32945168 0.3443561 ], train_wt_loss:  40.3003, val_wt_loss: 36.7842, train_grp_loss: [11.74112254 15.89016109 11.15525026], val_grp_loss: [10.62486135 14.90269851 11.27241742], train_hist_grp_loss: [1.78169508 2.27883743 4.49116835], cur_train_grp_loss: [0.09468388 0.12318221 0.23734362], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8902, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9027, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:49,542 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  18, train_loss:  13.4334, val_loss:  12.2614, grad_norm: 0.0004, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6505, 0.3476, 0.6804, param: [4.15146938 9.51405837 4.96108795 8.85992406], weights: [0.32581046 0.32925368 0.34493585], train_wt_loss:  40.3003, val_wt_loss: 36.7841, train_grp_loss: [11.74144158 15.88981966 11.15534962], val_grp_loss: [10.62509963 14.90224652 11.27254639], train_hist_grp_loss: [1.87638156 2.40201697 4.7285141 ], cur_train_grp_loss: [0.09468647 0.12317954 0.23734575], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8898, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9022, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:50,569 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  19, train_loss:  13.4334, val_loss:  12.2613, grad_norm: 0.0005, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3476, 0.6804, param: [4.15149627 9.51351055 4.9613926  8.86013275], weights: [0.32542867 0.32905528 0.34551606], train_wt_loss:  40.3003, val_wt_loss: 36.7840, train_grp_loss: [11.74175857 15.8894806  11.1554481 ], val_grp_loss: [10.62533608 14.90179808 11.27267468], train_hist_grp_loss: [1.9710706  2.52519387 4.96586196], cur_train_grp_loss: [0.09468905 0.1231769  0.23734786], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8895, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9018, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:51,586 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  20, train_loss:  13.4334, val_loss:  12.2613, grad_norm: 0.0005, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3475, 0.6804, param: [4.15152223 9.51296474 4.96169656 8.86034359], weights: [0.32504683 0.32885646 0.34609671], train_wt_loss:  40.3003, val_wt_loss: 36.7839, train_grp_loss: [11.7420735  15.88914391 11.1555457 ], val_grp_loss: [10.62557073 14.90135319 11.27280229], train_hist_grp_loss: [2.0657622  2.64836813 5.20321192], cur_train_grp_loss: [0.0946916  0.12317427 0.23734996], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8891, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9014, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2373, max_cur_train_grp_loss_index: 2, 
2024-10-07 00:41:52,628 - /Users/noesis/Code/Group-robust-preference-optimization-bandits/algos/linear_bandit/group_robust_dpo_vectorised_gradfix.py[line:1546] - INFO: Iteration:  21, train_loss:  13.4334, val_loss:  12.2613, grad_norm: 0.0005, live_grad: 0.0000, reward_err: 0.0036, 0.0310, 0.0012, KL_dist: 0.6504, 0.3475, 0.6804, param: [4.15154725 9.51242094 4.96199984 8.86055658], weights: [0.32466495 0.32865724 0.34667782], train_wt_loss:  40.3003, val_wt_loss: 36.7838, train_grp_loss: [11.74238638 15.8888096  11.15564242], val_grp_loss: [10.62580355 14.90091184 11.27292923], train_hist_grp_loss: [2.16045634 2.77153979 5.44056396], cur_train_grp_loss: [0.09469414 0.12317166 0.23735204], max_reward_err:  0.0310, max_reward_err_index: 1, max_kl_dist:  0.6804, max_kl_dist_index: 2, max_train_grp_loss:  15.8888, max_train_grp_loss_index: 1, max_val_grp_loss:  14.9009, max_val_grp_loss_index: 1, max_cur_train_grp_loss:  0.2374, max_cur_train_grp_loss_index: 2, 
